,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
815,1,8,0,13,13,8,2,5,3,0,0,3,3,4,1,2,10,2,8,0,5,9,8,6,1,1,9,22,37,7,4,16,2,18,3,0,10,5,1,6,12,0,6,14,7,0,1,8,11,10,25,0,0,7,1,6,30,17,13,1,2,2,9,0,4,2,11,3,0,0,6,0,2,1,0,4,1,4,0,4,10,2,5,0,13,6,3,0,0,0,5,0,6,7,0,10,5,0,4,0,51,22,1,0,6,5,15,13,0,13,6,9,11,6,26,4,0,9,3,0,3,17,0,5,1,3,0,2,3,0,0,3,0,5,1,3,0,0,3,8,0,10,0,0,2,0,2,4,7,2,1,2,34,13,4,0,0,1,0,0,1,0,13,2,10,0,0,2,1,15,3,37,1,1,0,0,0,0,1,8,1,3,0,1,14,8,18,6,4,7
816,0,6,0,3,6,7,0,4,5,0,0,3,8,6,0,1,4,18,9,0,7,9,1,5,1,1,3,17,39,6,6,9,4,35,6,0,4,0,3,2,15,0,11,19,7,0,2,2,10,15,31,0,1,4,0,10,28,5,17,0,0,1,6,0,11,6,11,8,0,0,12,0,1,0,0,10,1,1,0,2,7,4,2,0,1,3,9,0,0,0,1,0,12,7,0,3,8,0,2,1,48,11,0,1,8,3,8,12,0,14,4,15,5,6,22,2,1,10,7,0,2,9,0,3,1,1,0,1,0,0,0,0,0,0,0,3,1,0,2,5,0,10,0,0,0,0,3,5,0,3,3,7,23,10,1,0,0,4,0,0,0,0,14,1,3,1,0,2,2,10,4,33,0,0,1,0,0,1,3,7,4,4,2,3,17,3,13,7,3,6
817,0,3,0,8,7,5,2,5,3,0,0,0,2,5,1,2,9,7,12,2,4,5,0,9,0,4,0,8,4,1,4,16,8,15,1,0,2,0,5,5,72,0,3,38,2,0,0,6,4,9,24,0,0,3,0,9,25,4,16,0,1,2,8,0,0,3,12,0,0,0,6,4,3,0,0,4,0,0,0,4,1,0,3,0,2,2,0,0,8,0,2,0,6,6,11,6,3,0,1,17,5,10,0,2,9,0,3,7,0,57,1,14,6,6,1,4,7,10,7,0,0,4,0,1,1,5,0,1,2,0,0,0,0,0,0,16,3,0,0,2,0,8,0,0,2,0,7,4,0,2,8,2,26,13,1,0,0,2,3,0,2,2,18,0,4,0,0,2,2,13,8,25,0,0,4,0,5,2,5,8,1,3,0,2,28,14,9,7,16,1
818,1,0,2,7,4,5,0,5,3,0,0,2,1,4,0,2,2,3,8,2,14,6,0,3,0,5,0,10,8,1,8,12,3,2,0,7,8,1,6,4,5,1,9,24,1,2,0,4,3,20,13,0,0,3,0,7,23,4,13,0,6,6,7,1,4,7,14,0,0,0,2,0,0,0,0,6,1,0,0,1,1,3,2,0,0,4,1,0,2,0,2,0,3,2,10,12,1,5,0,0,17,2,0,0,8,0,3,4,0,10,2,5,6,8,7,4,2,5,2,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,5,15,0,0,12,6,27,11,1,0,0,1,0,0,2,2,26,0,2,0,0,2,0,13,1,34,0,0,2,0,2,3,3,7,0,3,1,0,27,6,12,3,1,8
819,0,1,3,4,3,2,1,7,1,0,0,1,3,5,0,3,4,14,6,0,9,7,0,8,1,0,9,18,46,4,7,15,8,36,11,0,6,0,3,5,3,0,11,11,12,1,0,6,2,19,9,0,0,4,0,10,28,5,14,0,3,6,9,0,12,7,12,7,0,0,8,1,2,0,1,7,2,0,0,1,4,3,4,0,4,5,1,0,0,0,4,0,3,5,0,4,5,1,1,2,32,6,1,0,2,1,7,17,0,7,4,7,4,6,19,0,0,5,8,1,0,3,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,11,0,0,1,0,4,6,0,4,4,15,27,6,2,1,0,1,0,0,3,1,27,1,12,0,0,4,0,5,2,28,0,1,4,0,2,2,2,4,3,5,2,0,19,1,7,6,2,7
820,1,1,2,7,3,2,1,3,2,0,0,3,2,5,0,9,3,8,8,1,6,10,1,7,0,1,9,12,47,4,2,15,3,25,2,0,6,1,3,1,7,0,5,10,11,0,1,9,10,12,22,0,0,4,3,9,28,7,5,2,2,6,22,0,6,9,9,5,0,0,8,0,4,0,0,3,0,0,0,3,13,1,4,0,6,5,1,0,0,1,2,0,11,6,0,7,8,0,3,1,53,18,0,1,5,3,11,24,1,22,0,13,8,6,14,3,2,11,5,0,0,9,0,9,2,5,0,0,0,0,0,0,0,1,0,2,3,1,3,7,0,9,0,0,0,0,7,10,4,3,1,11,25,9,4,1,0,0,2,0,0,5,20,2,5,0,0,2,2,10,1,26,1,0,2,0,0,0,1,6,2,7,0,0,15,3,13,8,2,3
821,0,6,0,7,7,11,6,1,6,0,0,3,5,7,2,3,15,3,8,0,3,15,1,16,1,0,9,21,12,0,5,16,10,14,0,1,5,3,2,7,24,0,8,15,9,4,2,13,13,8,25,0,0,6,0,5,37,15,14,4,4,5,15,0,2,12,8,4,0,0,6,0,6,3,0,7,0,0,0,5,19,1,5,0,8,3,0,0,0,2,4,0,9,2,1,6,26,1,1,2,36,16,0,0,2,3,6,15,0,34,0,17,10,6,14,6,1,13,11,0,0,12,0,7,0,7,2,6,2,0,0,1,0,1,0,4,2,1,3,6,0,7,0,0,4,0,8,4,9,6,0,10,35,14,1,0,0,0,3,0,1,0,19,1,16,0,0,6,2,10,5,33,1,0,3,0,1,3,4,3,4,8,0,2,19,11,16,6,11,3
822,0,3,0,5,4,0,0,4,3,0,0,3,2,4,0,1,7,0,8,6,9,14,0,3,0,2,0,9,6,0,9,23,10,6,1,6,3,0,14,6,13,0,6,31,0,2,1,7,12,6,16,0,0,3,0,5,33,7,23,0,2,4,12,0,2,1,6,1,0,0,6,0,0,0,0,3,0,1,0,1,1,3,5,0,0,5,0,0,2,0,2,0,6,10,14,16,1,4,0,11,23,2,0,0,7,0,3,9,0,12,1,1,8,7,4,5,5,3,10,3,0,4,0,3,3,2,0,2,3,0,0,0,0,0,1,13,1,0,0,1,0,15,0,0,3,0,7,13,1,4,0,9,26,11,0,0,0,1,2,0,0,0,30,1,3,1,0,6,1,10,1,22,0,0,4,0,8,0,5,2,1,2,4,3,31,8,5,5,5,5
823,0,5,0,11,5,7,2,5,2,0,0,2,3,3,0,1,4,13,7,0,1,4,0,5,0,0,3,16,45,3,13,24,8,41,2,0,1,0,5,7,2,0,5,12,2,0,0,3,6,12,18,0,0,6,0,12,38,4,8,1,5,2,7,1,6,6,11,2,0,0,9,0,1,0,0,6,0,0,0,3,4,2,4,0,0,1,6,0,0,0,0,0,4,10,1,3,4,0,0,3,31,2,0,0,5,2,8,4,0,6,1,8,7,15,5,0,1,1,7,0,1,10,0,4,1,1,0,0,0,0,0,0,0,0,1,7,3,0,0,1,0,14,0,0,1,0,7,5,0,0,0,10,27,10,3,0,0,2,5,0,1,2,9,1,1,0,0,3,4,15,1,22,0,0,4,0,2,1,1,8,2,3,0,2,21,3,6,6,6,9
824,0,1,2,7,10,2,2,1,6,0,0,1,3,5,2,2,7,1,8,0,4,13,1,10,0,0,9,17,11,2,8,11,7,15,1,0,2,0,4,3,22,0,9,12,4,3,1,9,8,5,18,0,2,5,0,7,33,9,10,3,10,2,14,1,4,7,3,0,0,0,5,0,2,0,0,4,0,0,0,2,20,0,2,0,12,12,0,0,0,0,2,0,11,4,1,3,7,0,1,1,47,7,0,0,7,1,4,18,0,33,1,6,8,7,8,2,1,5,4,0,1,5,0,3,0,0,0,3,1,0,0,0,0,3,0,3,3,2,3,2,0,8,0,0,0,0,4,8,3,2,0,7,35,11,1,0,0,0,2,0,1,0,14,2,10,0,0,1,2,5,1,22,1,0,2,0,0,0,11,7,0,3,0,0,12,5,11,7,9,4
825,0,2,0,4,1,3,1,4,1,0,0,0,4,1,0,3,4,2,7,2,5,6,0,7,1,0,0,6,13,1,8,17,5,10,1,0,3,0,5,5,63,0,3,27,3,0,0,9,4,4,11,0,0,4,2,10,28,5,13,1,1,5,6,2,3,2,5,2,0,0,5,0,2,1,0,8,0,3,0,9,5,0,0,0,2,2,0,0,3,0,3,0,5,5,8,12,1,2,0,6,5,4,0,2,11,0,4,5,0,27,2,2,9,11,1,0,6,3,6,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,3,7,3,0,0,0,0,16,0,0,1,0,10,5,1,1,1,1,24,8,2,0,0,2,4,0,1,1,13,0,2,0,0,0,0,7,1,23,0,0,2,0,1,1,2,6,0,3,0,1,18,7,10,10,1,6
826,0,2,1,7,7,5,1,7,4,0,0,5,3,5,0,3,7,11,6,0,1,21,1,4,1,0,7,15,60,5,9,26,8,34,13,1,2,0,9,4,11,0,5,21,5,0,0,16,4,19,11,0,0,6,1,10,36,5,4,0,3,7,8,2,5,1,16,2,0,0,10,1,1,0,0,8,0,6,0,3,5,6,4,0,2,1,2,0,2,0,1,0,13,7,0,9,5,0,1,2,28,6,1,0,7,2,3,4,0,12,1,11,10,9,16,0,3,8,5,1,1,6,0,2,1,2,0,0,0,0,0,0,0,2,0,3,3,0,3,0,0,8,0,0,2,0,9,7,0,1,5,10,28,8,0,0,0,2,2,0,0,0,21,0,5,0,0,9,2,8,5,22,0,2,4,0,3,2,3,1,7,6,1,1,22,5,9,7,5,6
827,0,4,3,10,3,2,1,6,3,0,0,0,3,1,0,1,0,0,4,0,2,2,0,1,0,0,1,11,17,0,8,18,2,12,1,1,7,1,3,3,2,1,5,16,4,1,0,5,8,19,22,0,0,3,0,7,27,2,13,0,3,2,5,7,1,1,5,0,0,0,3,0,0,1,0,1,1,1,0,1,0,1,1,0,1,2,2,0,2,0,1,0,2,3,7,14,0,3,1,0,18,3,0,3,7,1,3,14,0,3,3,4,7,6,12,2,0,7,7,0,0,4,0,2,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0,11,0,0,0,0,4,6,0,4,10,7,20,10,0,0,0,0,0,0,0,1,30,0,0,0,0,0,1,10,0,31,0,0,8,0,5,1,2,3,0,1,0,0,17,4,8,11,0,3
828,3,6,3,2,6,1,0,3,2,0,0,1,3,4,1,0,1,1,8,0,2,5,0,1,0,1,1,3,5,1,8,18,2,16,0,3,4,0,3,3,0,1,5,16,0,1,0,4,1,15,16,0,0,3,1,2,28,4,11,0,1,3,8,1,4,4,7,0,0,0,5,0,0,1,0,3,2,3,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,8,9,5,6,0,0,25,2,0,1,8,0,3,5,0,3,1,1,6,9,3,2,2,5,10,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,1,0,3,0,7,4,0,1,2,8,24,10,3,0,0,2,1,0,1,1,15,0,1,0,0,3,0,15,1,24,0,0,1,0,4,1,2,3,1,4,1,0,14,2,7,6,3,5
829,4,4,0,6,7,1,1,3,5,1,0,4,3,6,0,2,3,1,12,4,7,13,1,3,0,5,1,8,5,0,11,25,4,2,0,6,6,3,7,8,13,0,4,21,0,2,2,3,11,19,14,0,0,7,0,23,24,8,12,0,6,4,9,2,2,2,2,0,0,0,4,0,5,1,0,6,0,0,0,2,3,0,2,0,1,0,1,0,1,0,4,0,4,1,7,8,0,2,0,1,13,1,0,1,7,2,3,11,1,4,6,5,16,8,4,8,1,11,10,3,0,8,0,4,0,1,0,0,1,0,0,0,0,0,0,10,5,0,0,1,0,14,0,2,4,0,8,15,0,1,6,13,27,7,4,0,0,5,5,0,0,4,21,2,5,0,0,4,2,14,1,26,0,0,3,0,16,0,9,2,0,3,2,2,27,8,9,4,7,5
830,3,9,1,4,6,4,2,4,3,2,0,5,2,3,2,0,9,2,9,6,6,14,0,11,0,5,0,8,15,1,7,14,7,22,4,0,3,0,15,13,69,0,3,37,0,2,2,9,5,5,22,0,1,2,0,10,27,6,7,2,0,8,5,4,0,7,9,2,0,0,10,2,4,0,0,3,0,2,0,5,8,0,3,0,5,7,0,0,8,2,11,0,14,5,14,22,9,2,0,9,10,5,0,4,11,2,2,7,0,53,3,13,8,7,0,8,7,8,6,3,0,4,0,3,2,0,1,3,0,0,0,1,0,2,0,16,5,0,0,0,0,5,0,0,2,0,10,13,1,2,8,3,22,11,3,0,0,1,4,0,0,3,25,1,13,0,0,4,1,6,5,19,0,0,5,0,12,1,11,5,2,3,1,3,25,12,12,8,5,2
831,1,3,1,10,2,2,1,3,2,0,0,2,2,2,0,0,2,3,7,1,7,9,1,6,0,3,0,9,3,0,10,19,5,3,0,1,5,0,10,1,33,0,3,20,1,1,1,7,6,12,16,0,2,3,0,8,28,1,9,0,2,5,4,2,1,2,7,0,0,1,3,0,0,0,0,4,0,3,0,0,0,0,1,0,0,3,0,0,5,0,11,0,6,6,9,13,4,0,0,8,12,1,0,0,10,0,3,12,0,20,2,10,8,7,4,7,5,5,3,2,0,2,0,2,0,0,0,1,4,0,0,0,0,2,0,15,0,0,0,0,0,11,0,0,0,0,6,3,0,6,4,9,19,7,4,0,0,3,6,0,0,0,18,0,1,0,2,2,0,17,5,16,0,0,4,0,3,1,4,6,0,4,0,1,26,11,10,7,0,7
832,0,3,0,7,3,6,0,4,4,0,0,3,1,5,0,2,2,1,6,0,3,6,6,8,0,1,7,20,44,2,3,15,2,13,0,0,8,3,2,8,5,0,5,11,8,0,0,3,9,12,21,0,0,6,2,14,31,17,7,0,3,2,14,1,2,12,10,6,0,0,4,1,2,3,1,8,0,1,0,2,11,0,2,0,4,4,0,0,1,3,1,0,6,6,0,12,2,0,1,0,48,13,0,1,12,0,4,13,0,12,3,2,8,12,9,0,1,8,9,0,0,12,0,3,0,6,1,5,4,0,0,1,0,0,0,5,1,0,4,5,0,14,0,0,2,0,5,4,1,2,0,2,32,9,3,0,0,3,1,0,0,0,15,1,10,0,0,2,0,9,4,31,0,0,1,0,0,1,2,7,2,4,0,0,20,6,15,5,5,4
833,0,12,1,8,9,12,6,10,4,0,1,5,6,4,3,3,8,1,14,1,6,22,2,13,1,2,3,22,9,2,4,13,4,15,0,0,4,3,4,6,39,0,4,12,6,4,0,11,15,3,29,0,0,8,2,8,29,20,21,2,7,11,10,0,2,15,8,1,0,0,13,0,4,6,0,9,0,0,0,1,22,2,7,0,13,13,0,0,1,5,13,0,14,8,0,20,24,1,1,1,41,18,0,0,9,1,11,17,0,54,7,13,7,9,14,7,2,14,13,2,2,16,0,3,1,4,6,25,7,0,0,5,0,8,1,8,4,1,4,5,0,6,0,0,4,0,9,1,8,5,2,8,38,15,1,0,1,1,6,0,2,0,19,3,8,0,0,4,2,9,11,20,3,1,12,0,0,6,7,5,3,7,0,4,17,6,33,6,11,7
834,0,3,1,4,6,8,2,3,7,0,0,9,2,6,1,1,7,6,8,0,3,12,3,10,1,0,9,20,36,3,8,14,7,23,7,0,4,1,2,3,11,0,3,17,14,0,2,12,4,12,21,0,0,7,1,13,26,8,14,0,3,5,16,0,9,11,10,3,0,0,5,0,2,0,0,7,0,1,0,0,11,1,0,0,9,10,0,0,0,2,4,0,14,4,0,7,11,0,2,0,51,19,0,0,7,5,8,14,0,27,2,12,7,8,15,0,2,4,5,0,0,11,0,2,1,9,1,11,4,0,0,0,0,0,2,9,1,0,5,2,0,12,0,0,2,0,3,12,4,1,0,4,29,11,3,0,0,0,2,0,0,0,15,1,7,0,0,7,1,16,4,23,0,0,3,0,0,0,0,3,2,2,0,1,20,7,12,6,4,5
835,0,3,0,5,2,0,2,9,3,0,0,6,8,3,0,4,4,2,13,8,10,26,0,5,1,3,1,10,10,0,10,22,8,4,1,4,5,3,14,4,35,0,8,24,1,0,0,9,16,0,24,0,1,4,0,8,29,6,16,0,1,1,2,0,3,3,6,0,0,0,4,1,3,0,0,5,0,3,0,1,2,1,4,0,5,2,0,0,6,0,13,0,11,3,23,24,8,0,0,24,14,3,0,0,7,0,6,21,0,30,6,8,13,12,3,5,1,9,20,9,0,9,0,5,1,0,0,7,3,0,0,0,0,2,2,18,5,0,0,5,0,17,0,0,3,0,9,17,0,2,3,7,24,11,4,0,0,5,1,0,1,0,12,0,3,0,0,9,4,11,3,21,0,0,8,0,15,2,3,10,0,6,8,4,30,11,12,5,6,4
836,0,2,2,7,6,8,4,3,6,0,0,0,5,1,0,1,1,12,6,0,5,15,2,8,2,0,11,18,53,8,8,22,1,40,12,0,6,0,2,4,9,0,6,16,7,0,0,12,6,13,25,0,1,6,0,8,33,6,11,1,4,4,9,0,11,8,8,8,0,0,7,0,1,1,0,2,0,1,0,1,11,3,2,0,2,1,4,0,0,1,4,0,10,12,0,6,6,0,0,0,46,11,0,0,2,7,6,16,0,8,2,9,4,8,20,5,4,6,4,0,0,7,0,2,1,4,0,0,0,0,0,3,0,0,0,4,3,0,7,7,0,13,0,0,0,0,5,7,0,3,3,2,24,12,0,0,0,0,4,0,1,0,24,1,11,0,0,5,2,5,5,25,0,0,4,0,0,0,1,2,3,5,1,1,22,4,10,3,3,6
837,0,1,4,7,0,4,0,2,4,0,0,2,4,2,0,0,1,2,5,5,8,4,1,2,0,0,0,14,0,0,7,19,7,6,1,15,2,0,7,3,5,0,5,28,0,2,1,3,4,4,17,0,0,1,0,3,22,3,9,1,2,5,0,1,3,8,3,0,0,0,2,0,0,1,0,3,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5,4,3,0,0,0,17,0,0,0,7,0,2,1,0,3,0,1,11,12,0,5,6,6,9,0,0,6,0,0,0,2,0,2,3,0,0,1,0,0,0,2,3,0,0,1,0,12,0,0,0,0,3,23,0,5,8,7,22,14,2,0,0,0,0,0,3,1,25,0,0,0,0,0,0,11,1,22,0,0,0,0,7,2,2,8,1,1,0,3,19,4,5,7,5,4
838,0,1,0,13,8,3,3,8,6,0,0,0,1,3,0,3,6,10,13,0,6,17,4,1,3,2,12,16,40,11,6,17,3,44,4,0,1,0,10,2,25,0,3,18,10,0,1,5,8,14,26,0,0,4,2,11,32,9,8,0,1,3,13,0,2,6,9,5,0,0,6,2,2,0,0,7,0,3,0,1,20,8,3,0,3,5,3,0,0,0,2,2,9,15,0,8,7,0,1,1,50,19,0,0,6,0,8,17,0,12,3,16,9,10,17,13,1,5,8,0,0,15,0,4,1,4,0,11,3,0,0,0,0,1,0,8,2,0,6,3,0,15,0,0,1,0,6,1,1,5,2,3,27,13,2,0,0,0,1,0,1,0,28,0,3,0,1,8,0,11,2,24,0,0,7,0,0,0,1,7,3,6,0,9,30,5,8,7,13,4
839,0,1,1,5,8,4,2,4,2,0,0,0,6,3,0,2,7,13,7,0,10,20,1,23,0,0,7,20,33,8,6,24,6,41,13,0,2,1,4,3,15,0,5,29,9,0,3,19,9,15,18,0,0,4,0,7,29,13,11,0,3,3,21,0,2,5,3,5,0,0,9,0,0,0,0,4,0,5,0,3,12,6,3,0,3,1,9,1,0,0,2,0,17,12,0,11,7,0,2,1,57,13,0,0,2,3,7,15,0,9,4,17,6,9,14,0,1,1,1,3,0,6,0,3,0,4,0,5,3,0,0,1,0,0,0,8,2,0,7,3,0,9,0,0,1,0,7,7,1,6,4,8,28,7,0,0,0,1,5,0,1,0,13,2,8,0,0,6,3,11,7,28,0,1,1,0,1,2,3,6,1,9,1,3,25,5,14,5,3,18
840,0,4,3,3,4,0,0,7,4,0,0,3,5,5,0,1,4,1,2,9,17,29,2,4,0,5,2,9,14,0,11,28,11,7,3,5,8,4,19,8,58,0,7,27,0,0,0,7,7,5,16,0,0,4,0,6,31,8,12,0,2,0,8,0,0,3,7,0,0,0,7,0,0,0,0,8,1,1,0,1,3,3,3,0,0,2,0,0,6,0,12,0,7,2,18,8,5,0,0,13,16,4,0,1,11,0,3,4,0,30,2,11,11,4,1,5,2,7,11,1,0,6,0,5,0,3,0,4,0,0,0,0,0,0,0,16,3,0,0,3,0,13,0,0,1,0,9,21,0,5,3,5,23,10,3,0,0,2,3,0,0,0,25,1,6,0,0,3,2,11,3,24,0,1,3,0,7,2,4,10,0,4,0,3,32,11,11,9,6,7
841,0,3,0,6,2,0,0,6,1,0,0,6,0,4,0,1,5,1,9,2,9,8,1,7,0,4,2,7,8,2,10,17,8,15,6,5,7,0,19,10,6,0,9,19,3,1,1,3,6,17,13,0,0,7,0,8,26,8,11,0,1,2,1,1,0,4,10,0,0,0,5,0,0,0,0,7,0,1,1,1,5,4,0,0,0,3,1,0,1,0,2,0,5,13,6,9,8,0,0,0,16,3,0,0,5,0,3,8,0,8,0,9,8,7,6,0,0,13,11,4,0,10,0,5,2,5,1,1,1,0,1,2,0,0,0,4,1,0,0,3,0,16,0,0,2,0,5,1,0,2,3,12,24,10,5,0,0,1,3,0,0,2,20,0,7,1,0,7,2,1,6,27,0,0,10,0,14,3,5,6,3,8,6,9,28,8,23,8,5,5
842,0,5,1,9,7,5,5,8,8,0,0,1,3,8,0,3,12,6,7,1,5,9,3,11,2,1,8,15,33,4,4,13,4,11,3,0,5,6,1,7,11,0,6,19,4,0,2,7,3,19,18,0,0,9,0,4,26,20,22,1,3,5,15,0,5,13,6,1,0,0,8,0,4,1,0,6,0,2,0,3,21,0,1,0,8,5,2,0,1,1,2,0,18,8,0,9,9,0,1,0,54,10,0,0,8,5,7,14,0,25,0,10,7,6,19,5,3,11,9,2,0,18,0,5,0,1,1,3,4,0,0,0,0,0,0,6,1,1,7,4,0,15,0,0,3,0,5,0,16,1,1,4,29,12,2,0,0,2,0,0,0,0,16,0,6,2,0,2,2,10,2,24,1,0,0,0,0,1,5,2,4,4,0,5,21,5,11,9,2,10
843,0,6,1,10,11,6,3,7,3,0,0,0,2,3,1,3,4,14,8,0,4,4,2,17,3,0,7,13,58,8,10,15,6,52,7,0,4,2,4,1,10,0,10,20,11,0,0,5,5,15,15,0,0,8,0,5,33,11,20,1,5,4,10,3,4,4,9,5,0,0,2,0,1,0,1,4,1,1,0,2,13,6,2,0,4,1,5,0,0,0,4,0,5,5,0,11,7,0,1,1,62,9,0,0,7,0,5,7,0,10,3,5,8,11,10,2,4,5,7,2,1,4,0,1,0,0,0,1,1,0,0,1,0,0,0,2,2,0,1,3,0,12,0,0,0,0,13,0,0,3,10,5,25,10,2,0,0,0,1,0,2,0,16,1,3,0,0,4,2,6,3,25,0,0,5,0,0,1,6,4,2,8,0,6,20,6,9,10,4,7
844,0,5,1,6,5,2,1,1,3,0,0,3,2,8,2,6,4,0,7,3,4,13,0,14,2,0,5,13,16,4,7,15,11,30,2,0,2,6,3,5,41,0,6,7,2,0,1,11,3,13,34,0,5,5,0,6,31,16,9,1,4,1,7,0,0,4,6,0,0,0,12,0,2,4,0,6,0,0,0,1,18,3,3,0,6,6,0,0,0,3,6,0,12,5,0,6,18,0,1,1,33,15,0,0,16,2,13,13,0,69,6,15,11,5,8,13,0,6,9,1,1,9,0,2,0,4,1,2,1,0,0,1,0,4,0,2,2,2,4,3,0,5,0,0,0,0,6,3,14,4,4,6,32,12,1,0,0,2,3,0,4,0,24,1,9,0,1,6,0,14,2,28,1,0,3,0,4,0,3,5,0,2,0,2,20,8,13,2,10,6
845,0,3,4,10,3,0,0,7,2,0,0,2,0,2,2,1,15,0,8,9,6,13,0,11,1,2,0,8,15,0,10,24,10,22,0,0,1,0,7,4,67,0,5,31,1,0,2,11,10,2,26,0,0,4,0,10,23,1,25,1,1,2,7,1,2,5,8,1,0,0,5,0,0,0,0,4,0,0,0,4,6,0,5,0,4,0,0,0,12,0,5,0,9,11,21,12,9,0,0,24,11,12,0,1,12,0,3,19,0,46,2,22,9,7,0,3,2,19,10,3,0,1,0,7,2,4,0,0,1,0,0,0,0,2,1,15,3,1,0,1,0,15,0,0,2,0,16,12,0,1,11,1,25,9,3,0,0,1,0,0,0,1,27,1,7,0,0,3,1,10,1,19,0,0,6,0,2,0,5,3,0,4,0,2,25,9,10,7,3,7
846,0,4,4,6,9,4,1,6,2,0,0,3,4,4,0,3,2,13,3,0,7,9,1,2,0,0,8,10,48,4,12,17,5,45,5,0,4,1,5,7,3,0,6,21,9,1,1,7,4,16,16,0,0,7,0,11,33,5,1,0,1,3,13,2,7,5,8,2,0,0,2,0,5,2,0,1,0,0,0,0,3,3,4,0,5,0,0,0,0,0,2,0,4,7,0,7,3,0,0,1,36,1,0,1,6,0,3,13,0,5,1,15,8,5,12,1,3,5,7,2,2,6,0,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,10,0,0,0,0,6,1,0,0,1,9,24,10,0,0,0,0,5,0,0,0,14,0,2,0,0,9,0,13,1,22,0,0,13,0,4,1,1,5,2,4,0,1,22,5,9,6,1,9
847,0,5,3,12,7,5,4,6,3,0,0,3,2,3,0,2,2,14,7,0,8,10,0,3,1,0,5,11,38,1,11,22,5,41,7,1,5,0,3,3,2,0,5,18,3,0,1,7,7,17,17,0,0,3,1,8,23,6,16,0,5,13,12,2,5,2,16,2,0,0,6,0,2,0,0,5,0,1,0,2,3,2,3,0,2,1,2,0,1,0,6,0,5,12,0,2,6,0,0,0,20,2,0,2,8,0,6,16,0,4,4,3,9,12,8,0,0,10,11,0,4,10,0,1,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,3,0,6,4,0,4,12,11,18,12,1,0,0,0,3,0,0,0,15,1,4,0,0,8,0,8,4,19,0,0,4,0,2,1,0,6,3,4,2,3,21,3,9,6,1,4
848,0,5,0,3,6,1,2,5,4,0,0,4,3,2,0,1,1,2,3,3,10,13,0,2,0,0,0,9,8,2,10,20,2,8,0,3,5,0,5,2,4,0,8,15,0,0,1,4,4,10,28,0,1,4,3,4,34,6,9,0,1,7,6,0,1,4,7,0,0,0,4,0,2,1,0,2,0,2,0,0,1,1,0,0,0,0,0,0,2,1,4,0,9,4,8,16,1,9,0,2,14,3,0,0,7,1,2,9,0,4,4,3,12,3,7,1,1,4,14,6,0,8,0,4,2,1,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,12,0,0,0,0,5,7,0,3,5,7,21,7,1,0,0,2,2,0,0,0,13,1,7,0,0,3,0,7,0,23,0,0,1,0,4,0,1,5,3,2,0,0,21,4,14,4,2,6
849,1,5,2,15,8,4,5,5,5,0,0,0,0,10,2,5,8,0,8,0,5,3,2,13,2,1,9,14,19,1,6,10,4,28,3,0,11,0,4,3,10,0,4,12,9,0,2,14,6,19,20,0,2,10,1,9,32,14,8,0,6,8,12,2,2,5,4,0,0,0,7,0,4,0,0,7,0,1,0,0,23,2,6,0,11,6,0,0,1,3,1,0,11,0,0,10,11,0,1,0,37,24,1,0,9,4,10,12,0,31,2,10,9,8,16,6,0,11,7,0,1,12,0,8,0,2,3,6,3,0,0,0,0,5,0,2,4,2,4,6,0,6,0,0,1,0,6,3,8,3,3,8,28,6,3,0,0,2,2,0,0,0,11,1,7,0,0,2,1,8,3,25,0,0,0,0,0,0,0,8,3,3,1,3,15,8,14,4,6,10
